,0,1
1422,2,언제까지 스트레스 받아가면서 일해야 하는 건지 어느 땐 우울해.
1423,0,난 이번에도 일등 할거야.
1424,2,소개팅했던 여자가 내 얼굴을 보자마자 안색이 어두워져서 기분이 안 좋아.
1425,1,하 이번 회사에 지원조차 못했어.
1426,4,계약직 일 년이 끝나면 정규직 기회를 주신다고 하셨는데 되려 회사 사정이 어렵다고 잘렸어.
1427,5,결혼 따로 연애 따로 생각하는 친구를 보면 결혼 상대자가 불쌍하고 화가 나.
1428,5,아내에게 잔소리를 조금 했더니 화를 내고 집을 나갔어.
1429,1,나는 정말 여자 마음을 잘 모르는 것 같아.
1430,0,나는 결혼하면 정말 잘 살 자신이 있어.
1431,2,큰일났어 2년전에 넣어둔 펀드가 너무 손실이 커 완전 망했어.
1432,5,요즘 자꾸 업무시간에 투자회사 영업사원한테 전화가 와.
1433,2,이제 곧 회사 그만두게 될 것 같은데 어찌해야 할지 걱정이야.
1434,0,지금 직장생활이 나한테 딱 맞는 직종 같아서 만족스러워.
1435,3,애정표현을 잘 안 하던 아들이 갑자기 사랑한다고 말해서 너무 당황스러워.
1436,0,내가 며칠 만에 용돈이 없어졌다고 했더니 형이 망설임 없이 자기 용돈을 줘서 기뻤어.
1437,4,동창모임에 갔더니 애들이 어떤애 한명을 떠받들더라고 근데 은근히 기분이 별로더라.
1438,1,언제 죽을지 몰라서 불안해.
1439,4,어떻게 하면 좋을지 정말 모르겠어.
1440,5,큰딸이 예비남편이 집을 구하기로 하고 우리는 그에 맞는 혼수를 구해야 한다고 무리한 요구를 하는게 생각할수록 화가나.
1441,1,부모님께 연예인이 꿈이라고  말씀 드리면 안된다고 하실까봐 걱정이야.
1442,5,학교에서 날 괴롭히는 애가 부탁만 들어주면 뺏어간 태블릿 피시를 돌려준다더니 미루고 있어서 애가 타.
1443,4,우리 애들이 아빠만 좋아하고 나는 너무 무시해. 별거 아닌 것 같겠지만 애들이 아빠 말만 듣고 나는 투명인간 취급한다니까.
1444,4,난 여자친구에게 모자란 남자친구인 것 같아.
1445,3,나오늘 학교에서 너무 당황했어.
1446,1,암 투병 생활한지 오래됐는데 자식들은 나를 보러 오지도 않아서 참 인생이 허무하다는 것을 느껴.
1447,4,우리 동생은 돈을 많이 벌어서 수영장이 있는 집을 샀어.
1448,3,나 오늘 너무 부끄러운 일 있었어.
1449,1,내가 뭐라도 잘못한 것 있을까?
1450,0,나 요즘 기뻐. 감사한 마음을 가지고 살고 있어.
1451,2,직속 상사인 과장님이 뭐 때문인지는 모르겠는데 날 싫어하시는 것 같아. 회사만 가면 너무 억울하고 슬퍼.
1452,1,어금니가 흔들거려 임플란트해야 하는데 걱정이야.
1453,4,남편이 은퇴하고 나면 함께 하는 시간이 많을 줄 알았어. 그런데 맨날 혼자야.
1454,5,나는 실업계 고등학교에 진학하려고 하는데 선생님은 무조건 인문계로 가라고 하셔서 짜증 나.
1455,4,내일이 전학가는 첫날인데 또 괴롭힘당할까봐 너무 무서워.
1456,5,친구 아플 때 숙제랑 필기도 도와줬는데 내가 요즘 아픈데 도움을 안 줘 화가 나.
1457,2,내 산후조리를 위해 고생하는 엄마를 보니 미안한 마음이 들어.
1458,2,여자친구가 갑자기 다음 달에 유학을 떠난다고 해서 굉장히 슬퍼.
1459,4,다른 사람과의 관계에 있어 나를 희생하고 있는 느낌이 들어.
1460,4,내가 아파보니까 부인이 최고더라고.
1461,3,통장에 돈이 없는 걸 몰랐어.
1462,0,남자친구와 있으면 마음이 너무 편안해져.
1463,2,취업 준비 중인데 너무 힘들어서 눈물이 나.
1464,2,건강을 위한다고 술을 끊은 지 삼 주가 됐는데 몸은 가뿐하지만 기분이 꿀꿀하고 우울해.
1465,0,나이가 사십인데 난 아직 청춘인것 같아. 너는 어떻게 생각해?
1466,4,내가 죽을 날도 얼마 안남았는데도 아직도 재정적으로 불우해.
1467,5,직장에서 동료 때문에 일을 못 하고 있어
1468,5,딸이 사춘기라 그런가 나한테 계속 대들어. 
1469,2,어쩜 좋아.  우리 남편 명예퇴직 대상이래.
1470,2,나는 왜 이렇게 취업이 안될까?
1471,4,잘하고 있던 사업이 망해버렸어.
1472,3,내 아들이 너무 한심해.
1473,3,오늘 직원이 큰 실수를 한 것도 아닌데 심하게 혼을 냈어
1474,0,남편이 오늘 내 건강을 기념한다고 축하파티를 해줬어.
1475,3,내가 회사에 최종합격했는지 알았는데 아니라니 너무 당황스럽다.
1476,1,나 너무 불안해. 이제 수능이 백일도 안 남았어.
1477,5,아내가 다른 남자와 바람이 나서 이혼을 요구했어. 분노가 쉽게 가라앉혀지지 않아.
1478,4,어려운 일은 모두 나한테 떠넘기는 팀원들 때문에 매일매일 상처 받고있어.
1479,1,나랑 가장 친한 친구가 갑작스럽게 살 날이 얼마 안 남았대. 무척 혼란스러워.
1480,0,경찰이 될 거야.그래서 많은 사람들을 도와주고 싶어.
1481,3,집에서 나 혼자만 외딴섬에 있는듯한 기분이야.
1482,1,부장님이 너무 일을 많이 시키는데 뭐라 말해야 될지 걱정이야.
1483,1,친구들 모두 각자의 꿈과 목표가 있는데 나만 없어. 불안해.
1484,4,내가 병에 걸린 이후로 사람들이 나를 대하는 태도가 달라져서 버려진 기분이야.
1485,2,내가 원하는 직업이 있는데 부모님이 반대하셔. 부모님께 너무 실망스러워.
1486,4,노인정 사람들 중에 병원 갈 때마다 자식들이 데리러 오는 사람들이 있는데 조금 부럽다.
1487,2,변호사 되어서 로펌에 들어가고 싶었는데 가기 싫어졌어.
1488,0,남편을 믿고 신뢰하는 게 얼마나 중요한지 모르겠어.
1489,5,엄마가 갱년기라고 아들 녀석에게 말해도 전혀 반응이 없네.
1490,1,남자들과 친해지는 게 너무 어려워서 걱정이야.
1491,4,여자친구에게 헤어지자는 통보를 받았어. 이 세상에 꼭 나 혼자 남겨진 느낌이야.
1492,4,대출 때문에 여러 가지로 힘드네.
1493,2,사람들이 대화할 때마다 날 무시하는 것 같아. 너무 속상해.
1494,5,새로 사귄 그 사람들 행동은 정말 구역질 나더라.
1495,0,누구보다 대인관계를 잘  유지 해나가고 있다고 자신해.
1496,2,요새 눈이 피곤하고 시력이 떨어진 것 같아서 안과에 갔더니 황반변성이라는군.
1497,3,나는 이제 나이가 들고 만성질환도 생기니까 죽음이 가까워오는 것 같아.
1498,5,졸업하고 취직을 못하고 있는 나를 무시하는 친구들이 너무 미워.
1499,2,자격증을 많이 취득했음에도 불구하고 면접에서 떨어졌어.
1500,1,내년에 고등학교에 입학하는데 학교에서 따돌림 받을까봐 걱정이야.
1501,0,나는 복이 많은지 남편이 노후 대비로 전원주택 건축을 구상 중이더라고요.
1502,0,걱정했는데 고혈압이 아니래.
1503,2,결혼식이 구 월에 예정되어 있었는데 코로나 일구 때문에 다 망쳤어.
1504,2,이제 겨우 일어서나 했는데. 코로나로 길거리에 주저 앉게될까 걱정이야.어떻게하면 좋을지 모르겠어.
1505,5,경제적으로 힘들어서 자식들에게 손을 벌려야 할 상황이야.
1506,2,아빠는 내가 공무원이 되길 원하고 내 꿈은 알려고 하지도 않아.
1507,2,대학만 졸업하면 돈 들어갈 일 없을 줄 알았는데 아직도 나에게 손을 벌리는 아들이 실망스러워.
1508,5,내 건강 하나 챙기지 못하는 내가 너무 화나.
1509,0,연애 배우자를 너무 잘 소개 받았어.
1510,5,아내한테 음식을 짜게 하지 말라고 했는데 자꾸 짜게 만드니까 화가 나.
1511,4,어떻게 이럴 수가 있지? 친한 친구라고 생각했는데 다른 사람에게 내 욕을 했다는 걸 알게 되었어.
1512,4,어떻게 해야 할지 모르겠어. 어떡하지?
1513,2,갱년기 때문에 밤에 잠을 잘 수가 없어서 슬퍼.
1514,3,친한 친구들과의 사이가 멀어진 것 같아. 이렇게 만든 나 스스로가 한심해.
1515,5,내 친구가 남자친구랑 헤어졌으면 좋겠어.
1516,4,동생이 이번에 출산을 했는데 힘들어하는 모습보니 괴롭더라.
1517,1,신입사원이고 오늘이 첫 출근 날인데 벌써 걱정되는 일이 생겼어.
1518,3,취업했는데 이 일은 나랑 안 맞는거 같아. 너무 힘들어.
1519,0,이번 모의고사를 잘 보면 대학이랑 학과 선택에 도움이 많이 되겠어.
1520,2,내가 우수 사원이 되었는데 좋아하는 기색을 보이지 않아서 또 저 여자들이 난리야.
1521,3,아무도 내곁에 오지 않아.
1522,2,오늘 아빠한테 실망했어.
1523,1,건강적으로 초조해져.
1524,2,이번에 유산해서 너무 속상해.
1525,2,난 어차피 오래 살 생각이 없어.
1526,5,언제 현금 삼 억을 모으지. 정말 답답해 죽겠어. 도대체 어떤 방법이 있는지도 모르겠고.
1527,2,믿었던 친구가 오늘 나를 배신했어. 머리가 멍하고 아무런 생각도 들지 않아.
1528,0,아내의 권유로 명상을 하게 됐는데 정신 건강에 도움이 많이 되는 것 같아.
1529,0,아내가 치매증상을 보이길래 정말 걱정했는데 단순 건망증이라 관리만 잘하면 되니 정말 다행이야.
1530,2,왜 나만 이렇게 불행한 걸까? 폭력적인 아버지와 얼굴도 모르는 엄마 그리고 동네 건달인 오빠까지 나한테 도움 되는 사람이 아무도 없어.
1531,0,어제 가족들에게 따돌림에 대해 말씀드렸더니 가족들이 응원해준다고 했어. 그래서 지금 매우 기뻐.
1532,2,산부인과를 방문했는데 우리 부부는 아이를 가질 수 없대. 너무 슬퍼.
1533,2,외할머니가 아프시다는 말을 듣고 엄마가 울었어.
1534,2,나는 연애는 하고 싶지만 결혼은 하기 싫은 비혼주의자야. 그런데 자꾸 결혼 이야기를 꺼내는 남자친구 때문에 고민이야.
1535,4,좀 더 나이 먹으면 귀농생활을 하고 싶어.
1536,2,결혼생활이 생각만큼 행복하지 않아. 남편이 나를 너무 못살게 구는 것 같아.
1537,1,내 무릎이 아파도 손자들이 과자 사러 나가자고 하면 같이 가줘야 해서 불안해.
1538,3,고등학교 졸업이 코앞인데 진로를 정하지 못하고 있어.
1539,1,산책하는 노인들이랑 한자리에 모여서 이야기를 나누었어.
1540,1,나는 사람들에게 미움을 받을까 봐 늘 마음이 편치 않고 불안해.
1541,3,길을 가다가 모르는 사람이 건강하게 살라며 비싼 홍삼진액을 줬는데 먹어도 되는지 모르겠어.
1542,1,인턴으로 일하고 있는데 갑자기 도둑으로 몰렸어.
1543,0,나 친구한테 지갑을 맡기고 나갔다 왔어.
1544,1,건강 상태를 보고 당황했어.
1545,2,나이가 들면서 감정을 조절하는 법을 배우게 되는 것 같아.
1546,2,친구가 병으로 먼저 세상을 떠났어.
1547,3,프로젝트를 같이 시작했는데 다들 일을 나에게 미뤄. 당황스러워.
1548,5,어젯밤에도 남편이 술이 잔뜩 취해 들어온데다 시비가 붙어서 경찰까지 왔었다니까!
1549,4,내 얘길 들어줄 수 있어?
1550,0,요즘 통장을보면 기분이좋아.
1551,2,요즘 혈압 관리하느라 매일 뒷산엘 다녀오고 있거든.
1552,4,평생 일만 하다 보니 친구가 없어.
1553,4,남편이 거동이 불편해 자동 휠체어를 사줬어
1554,4,요즘에 나보다 자식들을 위해 돈을 더 많이 쓰고있어
1555,1,이거 생각한것과 너무 달라. 결과물이 이래도 되나 불안해.
1556,0,내가 할 일을 해서 편안해.
1557,4,계속되는 야근으로 몸이 아파서 퇴근을 하려고 했는데 과장님이 눈치를 주셨어. 상처를 받았어.
1558,1,내일 학교에서 장래 희망 발표가 있는데 뭐라고 말해야 할지 조심스러워.
1559,1,문화센터에 가기엔 까막눈인 내가 민폐가 될 것 같아 두려워.
1560,1,일진 애들을 피해 도망가는 친구를 몰래 숨겨주었어. 가슴이 떨리네.
1561,5,세상에 병원 가는 길에 병원비를 강탈당했어. 너무 화가 난다.
1562,3,내 가장 친한 친구가 입대를 하고 내 입대 일을 기다리는데 많이 적적해.
1563,4,회사에서 따돌림당해서 괴로워. 팀원 전체가 나하고만 말을 안 해.
1564,4,이번 연봉협상 때 동결이 되었는데 이게 삼 년째 동결이다 보니 회사 다니기 너무 힘드네.
1565,2,내가 평생을 다닌 작장을 은퇴할 생각을 하니 맘이 너무 울적하고 눈시울이 뜨거워.
1566,2,친구가 금전적으로 힘들어하는데 내가 아무런 도움이 되지 못해서 미안해.
1567,4,자녀가 독립하고 집에 혼자 남으면서 고립된 기분이 들어.
1568,5,더 이상 열심히 일할 의욕이 생기지 않아.
1569,2,당뇨로 먹고싶은 음식을 먹지 못하니 힘들어.
1570,1,요즘 애들하고 대화하는 게 힘들어.
1571,1,아내가 재취업을 한 후로는 대화가 너무 단절되고 있는 것 같아.
1572,1,적금 만기가 곧 다가오는데 돈을 찾으면 어떻게 해야 할지 모르겠어.
1573,3,모르겠어. 축 쳐지는게 의욕을 잃었어.
1574,4,자식들 키우느라 모아놓은 돈도 없고 나만 희생한것 같아.
1575,1,나도 아직 불완전한 사람인데 좋은 엄마가 될 수 있을까 불안해.
1576,5,친구들이 병문안온다는거 아무도 못오게 했어
1577,5,혈압약 다 떨어져서 당장 사야 되는데 사장이 월급을 안 넣어주네.
1578,3,가족들과 텔레비전을 보고 있었는데 갑자기 정전이 나서 당황스러웠어.
1579,2,죽음에 대해 가끔 생각해보는데 여러 생각이 교차해.
1580,2,결혼을 하는데 왜 눈물이 나신건가요?
1581,3,은퇴하고 만성질환에 시달리고 있어.
1582,5,난 건강이 나빠지지 않게 무조건 열심히 미리 노력할거야.
1583,5,나 오늘 친구에게 시험범위 일부러 안 가르쳐 줬어.
1584,1,이러다 올해 결혼을 할 수 있을까 싶어.
1585,5,친구가 돈을 빌려가서 약속한 날이 한달이 지났는데 아직 못받고있어.계속 연락도 안받고 화가 나네.
1586,2,무릎 수술을 하고 어제 퇴원했어. 오늘 아내가 특별한 식단을 차려줄 줄 알았는데 평소와 똑같아서 조금 실망했어.
1587,2,기나긴 수정 끝에 이번 기안도 통과되지 못해 의욕을 잃었어.
1588,3,직장에서 내가 해야 할 일이 너무 많아.
1589,5,같은 반 애들이 반장 따돌리는데 동조하라는데 하기 싫어 성가셔.
1590,4,나 몇일전에 사귀던 사람과 헤어졌어.
1591,1,복부 비만이 있는 갱년기 여성들한테는 심장 질환에 취약하다고 하는데 뱃살을 어떻게 빼지?
1592,1,친구들과 모여 조별과제를 같이 했는데 나 혼자만 다른 점수가 나와서 혼란스럽고 당황스러워.
1593,4,요즘 내 주변 사람들 때문에 괴로워.
1594,2,입사 동기들은 모두 부장님께 사랑을 받는데 나만 미움을 받아서 슬퍼.
1595,5,퇴근시간까지 얼마 남지 않았는데 아직 업무 처리할 것이 남아있어서 조바심이 나.
1596,1,나이가 드니까 운동을 꼭 해야만 한다는 강박관념이 들어서 스트레스 받아.
1597,2,나는 위암 말기로 위 대부분을 절재해야된다니 죽음을 생각하게 하고 암담해져.
1598,0,나를 방관하지 않고 학교폭력 실태 설문지를 솔직하게 작성해준 반 친구들한테 정말 고마워.
1599,0,남자친구와 놀이공원에 놀러갔다가 이벤트 일등에 당첨되어서 기분이 너무 좋아.
1600,1,어느새 아이들은 커 있고 가정에서의 나의 자리는 소외되는 것 같아서 요즘 가족들이 낯설어.
1601,4,내가 죽으면 주변 사람들이 많이 슬퍼할까?
1602,2,우리 가족들은 대화가 단절되어있어. 아예 마비되었다고 해야 할까?
1603,5,취업을 준비하는데 모든 게 다 돈이야. 기업에서 요구하는 게 많아지면 많아질수록 그것을 전문적으로 가르치는 강사한테 배워야 하기 때문에 돈이 더 많이 들어가.
1604,1,나 이대로 갑자기 죽진 않겠지?
1605,0,나는 그 아이를 괴롭히지 않았는데 선생님은 내가 주동자인줄 알아.
1606,1,은퇴 준비를 하지 않아도 본인들이 도와주겠단 자식들 말이 지금 행동을 보면 회의적이야.
1607,2,의사가 골다공증 때문에 부러진 다리가 붙는데 몇 달이 걸린다는데 멍해져.
1608,4,성적을 올리려면 학원에 다녀야 하는데 돈이 없어 못 다니는데 어떡하면 좋을까?
1609,3,오래전 심하게 싸운 한 친구가 생각이 나.
1610,0,오늘 갑자기 친구한테 연락이 왔어.
1611,2,시대가 바뀌면서 내가 잘 알지 못하는 분야의 일까지 담당하게 되었는데 적응이 안돼서 슬퍼.
1612,4,회사에 내 입사 동기는 맨날 일 잘한다고 칭찬만 듣고 난 매번 혼나기만 해. 어떻게 해야 그 애를 이길 수 있지? 같이 입사했는데 내가 너무 뒤처지는 것 같아 속상해.
1613,3,회사에서 은퇴하고 계획없이 돈을써서 돈이 하나도 없어.
1614,2,요새 후회가 많이 돼.
1615,5,보험 가입 전화를 받았는데 은근히 화가 나네.
1616,1,직장에 복직 못 할 것 같아 걱정돼.
1617,5,은행에서 알아들을 수 없는 말로 금융상품 가입을 권유했어. 너무 성가셔.
1618,2,내 앞날은 나밖에 챙겨줄 사람 없을 것 같아. 누굴 믿겠어?
1619,2,직장생활이 많이 우울해.
1620,4,잘못은 했지만 입사동기가 나를 고발할지는 몰랐네. 실수가 완전 다 까발려지고 말았네.
1621,4,요즘 일만 하며 사는 것 같아. 내 인생에 다른 시간들이 일로 인해 모두 희생되고 있어.
1622,4,자기 누나만 편애한다고 생각하는 아들이 있어 기분이 안 좋아.
1623,3,자식이 없으니 나이가 들수록 경제적으로 불안해져.
1624,5,엄마 말로는 결혼할 때 할머니가 엄마를 딸처럼 여기겠다고 했는데 할머니가 엄마한테 하는 것을 보면 화가 나.
1625,1,나 드디어 임신에 성공했어.
1626,4,친구들과 같은 시점에 부동산을 투자했는데 내가 투자한 곳의 값어치만 뚝 떨어졌어.
1627,5,한 달 전 군대를 제대하고 아르바이트 자리를 구하고 있는데 코로나바이러스로 인해 일할 곳을 찾기가 쉽지 않아요.
1628,5,내가 같은 성별인 대리님을 좋아하는 이유로 욕을 먹었어.
1629,4,슬슬 노후를 준비해야 되는데 딸은 계속 용돈을 달라고 해서 억울해.
1630,1,부모님이랑은 가치관이 너무 달라서 스트레스받아.
1631,0,와! 팀장님이 1주일 출장을 가셨어!
1632,1,나 혼자 있으면 나를 괴롭히는 아이가 나타날까봐 두려워서 친구와 같이 다녀.
1633,5,이제 은퇴할 나이가 얼마 안남았어.
1634,1,손녀를 보라 하네.
1635,5,성적을 보고 화가 나.
1636,1,우리 반에 어떤 친구가 학교폭력을 당하고 있는데 어떻게 해야 할지 모르겠어.
1637,1,자식 두 명이 결혼할 사람을 데리고 왔는데 같은 집안 사람이라 혼란스러워.
1638,2,우리 회사 대표님이 해임되었다는 소식을 들어서 눈물이 나.
1639,0,나는 이 마을 사람들과 매우 좋은 관계를 유지하고 있어서 만족스러워.
1640,4,그녀를 더 이상 사랑하지 않지만 아이 때문에 나는 헤어질 수가 없어.
1641,4,자식들이 나보고 알아서 병원비를 내라네. 기가막히고 괘씸해.
1642,2,실장님 때문에 일 그만두고 싶어. 내가 이렇게까지 직장에 다녀야 하는지 모르겠어.
1643,0,은퇴한지 일년이 자났는데 생일라고 전 직원들이 찾아왔더라구.
1644,1,다른 사람들 앞에서 얘기하는게 어려워.
1645,4,그래서 더 배신당한 기분이 드신거군요.
1646,2,사십 대 후반인데 은퇴라니 너무 우울하다.
1647,5,짜증 나 죽겠어!
1648,0,어마어마한 약값 때문에 막막했는데 옆집 사람이 돈 빌려준다고 해서 얼마나 다행이었는지 모르겠어.
1649,1,고지혈증을 진단받아서 고기를 못 먹으니 스트레스가 이만저만이 아니야.
1650,4,질환에 걸리니깐 환갑이 넘는 내 인생이 가족들에게 희생된거 같아.
1651,5,부하 직원이 알아서 업무를 진행하지 않고 모든 걸 내 결재를 받으려고 해서 너무 짜증 나.
1652,0,자식들이 다 잘 되고 있어서 내가 필요할 때 돈을 보내줄 거라는 믿음이 있어.
1653,2,삼 년 동안 아이를 갖기 위해 큰 노력을 했는데 잘 안되어 포기해야 할 것 같아.
1654,2,옆집 김 씨는 자식들이 안마의자 사줬다던데 나는 안마의자 사줄 자식도 없고 인생 헛살았나 싶어. 내 처지가 처량해.
1655,4,친구들이 나만 남겨두고 모두 여행을 떠나서 혼자 버려진 것 같아.
1656,5,남편이 자꾸 카드 값을 연체해서 화가 나.
1657,4,공부 잘한다고 같이 다니며 이용하더니 이제는 필요가 없다고 친구들이 떠나버렸어.
1658,3,김 팀장은 너무 혐오스러워.
1659,5,나 충격을 먹었어.
1660,5,엄마가 내 의견은 무시하고 계속 돈 잘 버는 전공을 하라셔. 너무 짜증나.
1661,1,오늘 아빠가 모르는여자랑 말을하고있었어
1662,3,나에게 경미한 장애가 있다는 걸 친구에게 들켜버렸어. 순간 너무 당황스러웠어.
1663,2,정년퇴임이 가까워오는 것이 슬퍼서 눈물이 나.
1664,3,나 사실 지금 남자친구 말고 다른 사람도 좋아해. 두 명 다 좋아하는데 어떡하지?
1665,3,엊그제 대학동창모임에서 친구들이 딸 직업을 물어보는데 백수라고 얘기하기가 부끄러웠어.
1666,5,주식이 반토막났네.
1667,1,회사에 이번에 중년의 신입이 들어왔어. 회사에서 나이를 안 보고 뽑는 건 알았으나 중년의 신입이라고 하니 약간은 불편했지. 
1668,3,담임선생님께 의예과에 가고 싶다고 했는데 내 성적으론 안 된다고 하시네. 나 자신이 너무 한심해.
1669,5,코로나 때문에 손님이 없는데 임대료는 내야하고 정말 힘들어.
1670,5,코로나 때문에 회사에서 권고사직을 당했어.
1671,4,나한테 매일 등교하는 건 숨이 막히는 괴로움이야.
1672,4,아들놈이 또 사업에 실패했어.
1673,4,학교에서 난 잘못한 게 없는데 혼났어. 너무 서럽고 속상해.
1674,4,가족과 같이 있는데 나 혼자 있는 기분이라서 속상해.
1675,1,내가 발견한 상사의 잘못을 보고해도 될까? 기분만 상하게 할까 조심스럽네.
1676,0,이직한 직장의 자유로운 분위기가 맘에 들어.
1677,1,실적을 채우기 위해 업무 외에 개인적인 영업을 하고 싶지 않아.
1678,0,부부사이가 편안해졌어.
1679,5,애인 부모님께 인사 드리러 갔는데 애인 어머니가 나한테 설거지를 시켰어. 어이 없어.
1680,2,요즘은 부모님과 깊은 대화를 나누기가 어려워.
1681,4,한 가지 일만 이십여 년 해와서 노년에 무슨 일을 해야 할지 잘모르겠어요. 
1682,5,아내 출산 예정일이 얼마 남지 않았는데 정말 화가 난다.
1683,2,몇년 전 적금 해약 한것이 후회가 되네.
1684,1,딸이 우울해하는데 물어보기가 조심스럽네. 내가 도움이 되고 싶은데.
1685,5,회사 직원이 점심으로 인스턴트 식품만 시켜. 마음에 들지 않아서 한마디 했어.
1686,2,화가 나서 친구한테 소리를 질렀어.
1687,0,요새 너무 기뻐.
1688,3,나 오늘 너무 당황 스러운 일이 있었어.
1689,4,오늘 직장에서 억울하게 희생당했어.
1690,1,출장이 잦은데 잠자리가 바뀌면 잠이 안 와서 스트레스야.
1691,1,나는 가족이 전부인데 모두들 나를 떠나가는 것 같아서 무서워.
1692,0,유비무환이라고 옛말이 딱 맞네.
1693,2,주위에 만날 사람이 없어.
1694,2,은행직원이 내가 늙은이라고 위험성이 높은 펀드를 가입시켰어!
1695,3,은퇴하고 만성질환에 시달리고 있어.
1696,0,나는 친구와 사이가 아주 좋아. 가끔 만나서 술을 마셔.
1697,3,어머니는 형만 사랑하는 것같아. 나는 아무래도 친 자식이 아닌것같아.
1698,2,엄마가 손목 관절이 안 좋아 병원에서 수술 받으셔야 한다고 하네
1699,4,가난했지만 자식들을 위해 최선을 다했는데 자식들은 늙은 나를 돌보지 않아. 너무 슬퍼.
1700,0,항암치료를 더 이상 하지 않아도 된다니 이렇게 기쁜 적은 처음이야.
1701,0,주말에 딸이랑 데이트 하기로 했어!
1702,2,이건 피로의 연속인데. 밤에는 몸이 좋지 않아서 못자고 낮에는 잠을 자지 못해서 피곤하고.
1703,3,존경하신분 비서로 일하게 되었는데 알고 보니 여자 관계가 복잡하네요. 실망스러워
1704,1,결혼해야 되는데 걱정이야.
1705,4,연애할 여유도 없다는데 친구들은 내가 연애를 못 하고 대는 핑계라고 해서 상처야.
1706,1,내 성적을 선생님이 공개해버렸어.
1707,5,결혼식이 다음 달인데 빨리 다음 달이 됐으면 좋겠어.
1708,0,난 내가 항암 치료를 겪어서 앞으로는 힘들어도 가족들에게 짜증 한 번 안 낼 것이라고 자신해.
1709,0,아이가 처음으로 내게 아빠라고 하는 것을 들었어.
1710,2,오늘이 내 생일이라 집에 갔는데 아무도 나를 축하해주지 않아 실망스러워.
1711,5,나한테 중요한 전공 서적이 있는데 친구한테 빌려주고 돌려받으려니까 잊어버렸대. 대수롭지 않게 말하는 친구를 보니 화가 너무 났어.
1712,5,지금 너무 화가 난다. 차가 나를 치고서 그대로 도망가 버렸어.
1713,4,내 몸이 불편한 것도 싫지만 남한테 숨기는 동생의 행동이 상처야.
1714,4,요즘 학교에 가고싶지 않아.
1715,0,노인정에서 사귄 친구가 하나 있어.
1716,2,아내는 출산 후 쉬지도 못하고 출근하며 열심히 일했는데 결국 회사에서 잘렸어.
1717,1,노후 대비를 해놓지 못해 자식들에게 기대야 할 것 같은데 불안해서 말하기가 꺼려져.
1718,2,이번에 아내가 또 유산했어.
1719,4,남자친구에게 미안한 마음이 있으시군요. 어떻게하면 남자친구를 행복하게 해줄 수 있을까요?
1720,0,나를 싫어하던 최 영감이 이사를 간대.
1721,0,나는 참 성공한 인생 같아.
1722,3,친구들이 나랑 어울리지 않으려고 하는 것 같아.
1723,4,내 친구들의 실상을 알고 충격받았어.
1724,0,무료 재무 상담을 받았는데 안정적으로 관리를 했다고 칭찬을 받아서 기분이 너무 좋아.
1725,1,내일이 시험이야.
1726,0,친구가 드디어 원하는 기업에 합격해서 함께 축하해줬어. 친구가 기뻐하니 나도 너무 기뻐.
1727,4,오늘 몹시 당황스러운 일이 있었어.
1728,0,원래 문제만 보면 눈에 하나도 안 들어왔는데 열심히 공부했더니 갑자기 풀리기 시작했어!
1729,1,친한 친구들이 점점 멀어지는 느낌이라서 두려워.
1730,5,집이 넘어가게 생겼는데 진짜 다 포기하고 놓아버리고 싶다.
1731,0,요즘 부모님들이 편하게 해줘서 정말 고마워.
1732,2,부모님이 바쁘셔서 졸업식에 못 오실 줄 알고 너무 슬펐어. 그런데 부모님이 제일 큰 꽃다발을 가지고 찾아오셔서 눈물이 났어.
1733,3,이기적이고 약은 직원 때문에 화도 나고 스트레스를 받아.
1734,3,아빠는 항상 형과 나를 비교하면서 나를 무시해.
1735,5,젊은 시절을 바쳐 가며 노후 자금을 모으기 위해 일했는데 모인 돈이 겨우 이거라고?
1736,4,중학생 아들이 게임만 하고 나하고 대화를 하려고 하지 않아.
1737,5,정말 짜증 나는 대학 동기가 있는데 얘랑 연락을 끊고 싶어.
1738,1,수학 능력 시험 답안을 채점했는데 생각보다 많이 틀려서 대학에 갈 수 있을지 걱정돼.
1739,2,회사 일을 이십년 넘게 해왔는데도 일이 쉬워지지는 않고 더 힘들어지는 것 같네. 내가 부족한걸까?
1740,1,얼른 몸이 나아야 딸 결혼식에 갈 수 있을 텐데 마음이 초조해.
1741,4,원래 혈압이 높았는데 친구에게 사기를 당하고 쓰러져서 병원에 입원했어.
1742,1,어제 갑자기 여자친구가 임신했다고 나한테 말했어.
1743,4,오늘 검사를 받았는데 불치병이래. 처방받을 수 있는 약이 없대.
1744,3,사귄 지 한 달 만에 남자친구가 결혼 이야기를 꺼내서 당황스러워.
1745,2,병원에 갔더니 간암이래. 진작 아내말을 들을걸 후회하고 있어.
1746,5,오늘 친구랑 대화하다가 정말 기분이 상했어.
1747,5,어떻게 그럴 수가 있지? 오늘 정말 화가 나는 일이 있었어.
1748,1,업무에 실수가 있어서 직원을 불러놓고 얘기했더니 울어서 조심스러워.
1749,0,내 펀드 매니저는 한 번도 손해를 본 적이 없어. 정말 믿음직스러워.
1750,4,요즘 노후에 대해 고민하고 있어. 그래서 그런지 억울해.
1751,5,이번에 면접 보고 온 기업에 최종 합격할 수 있을까? 너무 불안해.
1752,1,이번에 새로 맡은 프로젝트는 도무지 이해를 못 하겠어.
